ra,dec,phot_g_mean_mag,bp_rp
45.03434283469621,0.2353895995160412,8.068802,1.1340799
45.16500904505109,0.2000526039402636,10.64289,0.76928234
45.08615561700056,0.2488249179294835,10.789548,0.61828613
45.06654257913517,0.2482055353375119,11.142178,0.7562828
45.13603797419482,0.3350430956016859,10.253987,1.1545343
45.14136310917188,0.359598094469785,10.0337925,0.8207922
45.152965337754885,0.3863421150872851,9.925234,0.7235527
45.11277842681158,0.3808400749444696,10.629925,0.8382168
44.8509264538176,0.3984924512899388,11.724028,1.1145067
45.010276577015645,0.3511012847339119,10.0179405,0.6823473
45.09499151004629,0.4768361311353548,9.899,-0.045018196
44.97466211975327,0.4734652233431856,9.887423,1.2269411
45.501453861130194,0.4976972037485959,9.365663,0.8276682
45.53971179961374,0.5346052138649569,11.605029,0.7578287
45.4671919813788,0.6550745957225156,11.344228,0.9487362
45.482878887957376,0.7250442285583663,11.555355,1.2225885
45.49090598359236,0.7413722063199526,9.940959,1.5444613
45.30505296766807,0.7360934510158884,10.508797,1.4092903
44.64433851075802,0.3252549947604133,11.763706,0.9332552
44.702647733711565,0.4026981974138102,9.842077,1.2580805
44.75683857837983,0.4320296569898734,11.481284,0.7309475
44.61949163493268,0.4372530289318131,8.773607,1.1706314
44.86624565979251,0.5615030160776043,10.6514225,1.1890631
44.937315650530685,0.6237932770156848,9.542494,0.9888668
44.79715156409356,0.630663310646299,10.317473,0.667572
44.856484140123165,0.6802329091064019,9.868173,0.7679758
44.41500318632742,0.5679005443548504,9.920633,0.90176105
44.91831779027751,0.755078881906543,11.339599,0.8072958
45.20504831704796,0.8345265047147441,11.758517,0.8476391
45.10561087170264,0.8123211433603595,10.882218,1.1270847
45.00799417061545,0.8885621585799379,9.314005,1.1977377
45.19600499623569,0.9932982308067394,8.812779,0.58494663
44.868871988196695,0.9550797489773508,11.215262,1.3284864
45.0727955724553,0.969970782487376,7.4750457,1.2528615
45.02227536083948,0.9897784450154344,11.209227,0.8217726
45.02572536890574,1.1102085951866605,11.602751,0.7282772
45.72448905584759,0.6670696417745864,11.85811,1.336112
45.66760662681012,0.7120875837207579,11.395856,0.85133266
45.780118600992274,0.7313665611567586,11.904145,0.9966421
45.65668551724896,0.8486825939281969,9.755156,0.6477337
45.85382557834422,0.8403539243177994,11.768476,1.1060753
45.81333654980583,1.0498397656650322,9.555436,1.4673033
46.12338629736872,1.066354906789489,10.276532,0.64614105
45.96460083512199,1.019562038256298,7.8969316,2.3043094
46.31712967596336,1.2012509355087693,11.919024,0.8606396
46.19148767457733,1.1902966180438117,11.644276,0.9693346
45.86409376906716,1.2501025302486224,9.667772,1.4014711
46.04493197759892,1.230470656179213,11.165462,0.8351736
45.356446830207325,1.1561735600784608,7.344721,0.2961111
45.58069263293524,1.1942146010407602,11.4980545,0.9711771
45.20515112634805,1.3160418023019174,11.059907,0.72327137
45.363450977423376,1.2676949874069794,11.535974,1.1033058
45.35467204284346,1.3687055489972075,10.597648,1.2406244
45.79434455067139,1.368091554630673,7.408689,1.3206406
45.867790192200886,1.499158022936046,11.792705,0.8349781
45.87127884600941,1.5122434824176705,8.914265,0.70064735
45.93900432676443,1.56721610137078,11.093268,0.822917
45.54780983270682,1.5316742590810937,11.767511,0.8025265
44.18370875843821,0.8635290876944907,11.881745,1.2097826
44.11577014316404,0.9219913107236014,11.845701,0.99913216
44.07795224056429,0.943039356069532,11.823667,0.94934464
44.34829908319261,0.9716183349243748,10.541567,0.91498756
44.355987883935526,0.9981040904932832,10.66783,0.9354925
44.74536901303269,1.0773950153983158,10.044208,0.7852421
44.86209390615478,1.0888532238756603,11.261193,0.728549
44.764663574468,1.1086282878787108,11.65798,0.75635815
44.819887017386776,1.2445538835450447,8.631828,0.06526375
44.52692775287892,1.1217626088489878,11.32823,0.6947155
44.5556691433088,1.1817372660459278,11.119994,1.5878792
44.7237663012746,1.3510883819440094,11.843786,0.64341164
44.77088713526931,1.3726922733230686,9.734279,0.7716589
44.53332789932286,1.3711480438315549,9.519655,0.73333454
43.8892883901224,1.1189461742643412,11.205817,0.7033863